ID,SaaNH,n9FaHRing,naHRing,JGI5,MATS1c,n9FHRing,PEOE_VSA1,NsOH,Xch-6d,AATSC3i
CHEMBL387748,3.433539068,0,3,0.016992754,-0.462344944,0,10.30076712,0,0.497193875,0.189143996
CHEMBL202730,0.0,1,3,0.018055556,-0.185182509,1,9.467009379,0,0.727435268,-0.02657287
CHEMBL260923,0.0,0,3,0.0171513,-0.172931329,0,0.0,0,0.572623765,0.251247528
CHEMBL436944,2.944180713,0,3,0.017753086,-0.324868153,0,9.636772685,0,0.506873575,0.08111752900000001
CHEMBL1835534,0.0,1,4,0.021873522000000003,-0.454584962,1,5.316788604,0,0.568041382,0.010015238
CHEMBL1835522,0.0,1,4,0.0215625,-0.4002101,1,10.05365156,0,0.568041382,-0.0058011090000000005
CHEMBL1835518,0.0,1,4,0.021141304,-0.456329159,1,5.316788604,0,0.568041382,-0.026129069
CHEMBL205151,2.931642415,0,3,0.020674603,-0.3672846420000001,0,10.05365156,0,0.404811503,0.033818727
CHEMBL2435037,0.0,0,2,0.024411765,-0.5437894289999999,1,15.20739338,0,0.484708048,0.164403192
CHEMBL229654,3.425442623,0,3,0.020766908,-0.57091314,0,16.034434599999994,0,0.497193875,0.154919495
CHEMBL229497,3.447870607,0,2,0.018833333,-0.49314765,1,19.77449303,0,0.580527208,0.083711655
CHEMBL425177,0.0,0,4,0.02234985,-0.575695827,0,5.733667477000001,0,0.445480992,0.281672629
CHEMBL566440,0.0,0,1,0.018689236,-0.412657523,0,0.0,0,0.538603074,-0.208835134
CHEMBL1237161,2.976808123,0,3,0.015671835,-0.205114713,0,4.736862953999999,0,0.506873575,0.047135666
CHEMBL206544,2.964063799,0,3,0.022428571,-0.21108114,0,0.0,0,0.404811503,-0.035057321
CHEMBL382799,2.942391606,0,3,0.018526235,-0.24273712600000005,0,4.736862953999999,0,0.404811503,-0.00234766
CHEMBL359724,0.0,0,3,0.020236928,-0.568019422,0,5.733667477000001,0,0.460772944,-0.018912124
CHEMBL260239,0.0,0,3,0.0181102,-0.229097742,0,9.636772685,0,0.6746858379999999,-0.03823347
CHEMBL125846,2.956115599,0,2,0.020241546000000003,-0.279746816,0,0.0,0,0.30274943,0.023518517000000003
CHEMBL340203,2.870474773,0,3,0.017822581,-0.232936272,0,0.0,0,0.370790812,0.250250917
CHEMBL204838,2.934162514,0,3,0.02,-0.227492927,0,0.0,0,0.404811503,-0.008280210999999999
CHEMBL566439,0.0,0,3,0.018823232,-0.539767342,0,9.843390349,1,0.591352505,0.20214256
CHEMBL338713,2.949609552,0,3,0.014712963,-0.19918311,0,0.0,0,0.389519551,-0.080911021
CHEMBL229548,3.464247528,0,3,0.019143026,-0.4688421370000001,0,10.30076712,0,0.497193875,0.180716695
CHEMBL126789,2.85312996,0,2,0.021111111,-0.26002657100000004,0,0.0,0,0.287457479,0.209208497
CHEMBL1164092,3.445659565,0,4,0.019335749,-0.456415963,0,4.983978521,0,0.497193875,0.108320652
CHEMBL1272290,0.0,0,0,0.025361552,-0.559569058,1,25.75018527,0,0.48847624,-0.088824276
CHEMBL337978,2.826180792,0,2,0.019206349,-0.240175918,0,0.0,0,0.321478169,-0.039183808
CHEMBL1271471,0.0,0,0,0.024554598,-0.535470219,1,20.85027554,0,0.48847624,-0.104986455
CHEMBL1165374,3.485659565,0,3,0.019335749,-0.458484451,0,4.983978521,0,0.497193875,-0.0241054
CHEMBL492634,3.443195704,0,3,0.019832176,-0.573278819,0,10.717646,0,0.497193875,0.039322568
CHEMBL365918,0.0,0,2,0.020236928,-0.614170287,0,5.733667477000001,0,0.460772944,0.158382362
CHEMBL204211,2.977832018,0,3,0.019547804,-0.223631474,0,10.05365156,0,0.506873575,-0.028645021
CHEMBL208437,2.9590700880000003,0,4,0.019768519,-0.26750708300000003,0,9.303962602,0,0.506873575,0.101179981
CHEMBL202994,2.971327032,0,3,0.019768519,-0.234433859,0,4.736862953999999,0,0.506873575,0.128351592
CHEMBL205156,2.9516097130000003,0,3,0.02,-0.20140246,0,0.0,0,0.404811503,-0.08730893
CHEMBL204139,3.1463904360000003,1,3,0.017277778,-0.313893864,1,4.983978521,0,0.68997779,0.105485105
CHEMBL378167,0.0,1,3,0.016655093,-0.195036953,1,9.467009379,0,0.8294973409999999,0.072399832
CHEMBL206233,0.0,1,3,0.015988889,-0.210489927,1,9.467009379,0,0.8107686009999999,0.105688394
CHEMBL184746,0.0,0,2,0.023761261,-0.607238634,0,5.733667477000001,0,0.442044204,-0.076622647
CHEMBL229599,3.415695704,0,3,0.018744213,-0.568024162,0,16.034434599999994,0,0.497193875,0.154919495
CHEMBL204966,0.0,1,3,0.017108262,-0.245185266,1,4.567099648,0,0.736890192,0.070820751
CHEMBL1957672,3.213556311,0,2,0.018963964,-0.625220133,1,14.45770443,0,0.5997530529999999,0.010618935
CHEMBL118928,2.876894133,0,2,0.020241546000000003,-0.406105675,0,5.106527395,1,0.30274943,0.042650262
CHEMBL406411,0.0,0,3,0.017435516,-0.188597328,0,9.636772685,0,0.792536968,0.146631819
CHEMBL409158,0.0,0,3,0.017175926,-0.216333307,0,9.473725907999999,0,0.693414577,0.189171384
CHEMBL409356,0.0,0,3,0.021548964,-0.275154041,0,14.53668242,0,0.6746858379999999,0.26686637
CHEMBL234655,0.0,0,3,0.020401786,-0.53106779,0,15.53348694,0,0.491448067,-0.209816966
CHEMBL606632,0.0,0,3,0.024666667000000003,-0.255216681,0,0.0,0,0.501232212,0.222469651
CHEMBL10,3.367655659,0,2,0.031637427,-0.460252556,0,4.983978521,0,0.435395406,-0.225700659
CHEMBL129678,2.766566515,0,2,0.022573099,-0.414540103,0,0.0,0,0.370790812,-0.351791376
CHEMBL563207,2.882488929,1,3,0.019992492,-0.521049546,1,5.316788604,0,0.456930271,-0.179569215
CHEMBL1272021,0.0,0,0,0.022717718,-0.547938436,1,15.95036581,0,0.498670874,-0.142318642
CHEMBL593000,0.0,0,2,0.024666667000000003,-0.274517096,0,0.0,0,0.501232212,0.181361251
CHEMBL592977,0.0,0,2,0.024666667000000003,-0.258138573,0,0.0,0,0.501232212,0.183121814
CHEMBL1163955,0.0,0,3,0.019335749,-0.17797647800000002,0,0.0,0,0.497193875,-0.090305096
CHEMBL1164843,0.0,0,4,0.019832176,-0.447096101,0,5.733667477000001,0,0.497193875,-0.075139469
CHEMBL229546,3.440154557,0,3,0.018604938,-0.466314952,0,10.30076712,0,0.497193875,0.189143996
CHEMBL500149,0.0,0,1,0.028326023,-0.320135277,0,14.21058886,0,0.179152493,-0.097345594
CHEMBL130025,2.986072137,0,3,0.011656746,-0.184954601,0,0.0,0,0.370790812,-0.146080918
CHEMBL441176,0.0,1,3,0.017303241,-0.200605254,1,9.467009379,0,0.7087065290000001,0.017535538
CHEMBL261701,0.0,0,3,0.020124521,-0.460225273,0,9.843390349,1,0.6746858379999999,0.124182059
CHEMBL480742,3.042928477,0,3,0.023367003,-0.630238434,0,10.717646,0,0.426752253,0.214496012
CHEMBL182354,0.0,0,4,0.023342014,-0.582572884,0,5.733667477000001,0,0.445480992,-0.020276456
CHEMBL3260623,3.296244567,1,4,0.015510336,-0.470901667,1,10.30076712,0,0.565235256,0.018522701000000003
CHEMBL1765756,2.877566846,1,2,0.028186275,-0.7193667970000001,1,11.46733495,0,0.368390572,-0.01394728
CHEMBL1957664,3.152815571,0,2,0.022207602000000003,-0.553666154,1,19.77449303,0,0.587267227,0.215174744
CHEMBL389078,3.399318783,0,2,0.018423913,-0.560601136,1,25.50816051,0,0.580527208,0.058282505
CHEMBL261674,0.0,0,3,0.017309942,-0.168193178,0,14.53668242,0,0.6746858379999999,0.201670059
CHEMBL387747,3.417162147,0,2,0.016578283,-0.488098052,1,19.77449303,0,0.580527208,0.08229494
CHEMBL3260570,3.4739774660000005,1,4,0.018525132,-0.4804474,1,10.30076712,0,0.580527208,0.023745311
CHEMBL3260593,3.441941846,1,4,0.016461353,-0.45664909,1,10.30076712,0,0.580527208,0.107415317
CHEMBL3260599,3.439832198,1,4,0.017202381,-0.489491606,1,10.30076712,0,0.580527208,0.104553216
CHEMBL3260604,3.323513143,1,4,0.017721088,-0.649105124,1,15.03763008,0,0.580527208,0.012090813999999998
CHEMBL3260606,3.460895298,1,4,0.018255814,-0.478255409,1,10.30076712,0,0.580527208,0.113403054
CHEMBL3260609,3.443142518,1,4,0.018061728,-0.457593338,1,10.30076712,0,0.580527208,0.107415317
CHEMBL3260585,3.4831146860000004,1,4,0.016578283,-0.479228025,1,10.30076712,0,0.580527208,0.107945313
CHEMBL3260597,3.431604912,1,4,0.017511574,-0.545894153,1,15.61755573,0,0.580527208,0.162513155
CHEMBL204158,0.0,1,3,0.015890023,-0.294049584,1,14.04082556,0,0.8294973409999999,0.058815581
CHEMBL202625,0.0,1,3,0.015266885,-0.306603047,1,14.04082556,0,0.8107686009999999,0.091457011
CHEMBL381532,0.0,1,3,0.015876906,-0.210888688,1,9.303962602,0,0.8107686009999999,0.17734937
CHEMBL3341950,0.0,0,1,0.03125,-0.40820438,0,20.68722877,0,0.33677012100000003,0.161699418
CHEMBL3260631,3.409713528,1,4,0.017118056,-0.400143089,1,15.03763008,0,0.6672973289999999,0.028331787
CHEMBL229496,3.441255118,0,2,0.017216184,-0.490486317,1,19.77449303,0,0.580527208,0.083711655
CHEMBL382466,2.824395738,0,3,0.025354167,-0.401165734,0,0.0,0,0.404811503,-0.321958105
CHEMBL204063,0.0,1,3,0.016847826,-0.311391129,1,9.673627043,1,0.7087065290000001,0.146316101
CHEMBL203162,2.976808123,0,3,0.015671835,-0.183745609,0,4.736862953999999,0,0.506873575,0.040375737
CHEMBL205736,2.944144148,0,3,0.017152778,-0.201462112,0,0.0,0,0.423540242,-0.00657036
CHEMBL3707019,3.482323397,0,3,0.017586806,-0.465967651,0,10.30076712,0,0.497193875,0.239447492
CHEMBL1835624,0.0,1,4,0.021873522000000003,-0.460501128,1,5.316788604,0,0.55274943,-0.000333162
CHEMBL1835535,0.0,1,4,0.021873522000000003,-0.457830485,1,5.316788604,0,0.568041382,-0.011871668
CHEMBL1835531,0.0,1,4,0.021100629,-0.653740483,1,10.05365156,0,0.568041382,-0.07366650400000001
CHEMBL1835712,0.0,1,4,0.022788889,-0.482023285,1,5.316788604,0,0.6336825229999999,0.056261955
CHEMBL1835628,0.0,1,4,0.030987179,-0.5632092120000001,1,5.316788604,0,0.55274943,-0.506848311
CHEMBL1835626,0.0,1,4,0.021873522000000003,-0.451268846,1,5.316788604,0,0.55274943,-0.069382779
CHEMBL1271632,0.0,0,0,0.019777778,-0.442993242,1,15.95036581,0,0.6738716459999999,-0.09626598
CHEMBL1272238,0.0,0,0,0.027578773,-0.561569098,1,25.75018527,0,0.48847624,0.029233103
CHEMBL205427,2.881451247,0,3,0.016960784,-0.231956531,0,0.0,0,0.404811503,-0.122013123
CHEMBL226733,3.449535594,0,3,0.021203704,-0.573014008,0,16.034434599999994,0,0.497193875,0.147437648
CHEMBL237570,0.0,0,2,0.027552682,-0.325698378,0,9.303962602,0,0.5208364010000001,-0.208405568
CHEMBL331703,0.0,0,3,0.023915598,-0.220286906,0,0.0,0,0.591352505,0.159455819
CHEMBL6204,0.0,0,2,0.020016835,-0.353456514,0,9.303962602,0,0.538603074,0.085497258
CHEMBL568357,2.898808979,0,3,0.022428571,-0.487663148,0,5.106527395,1,0.404811503,-0.05796401900000001
CHEMBL3260626,3.449215246,1,4,0.017295918,-0.390433187,1,19.77449303,0,0.565235256,0.102416046
CHEMBL376119,3.439788675,0,3,0.019244444,-0.57012711,0,16.034434599999994,0,0.497193875,0.147437648
CHEMBL382838,3.153856,1,3,0.016343844,-0.334325637,1,4.983978521,0,0.67124905,0.159725924
CHEMBL377717,0.0,1,3,0.018201754,-0.132161915,1,4.567099648,0,0.736890192,0.155955994
CHEMBL427211,0.0,1,3,0.019212963,-0.111563739,1,4.567099648,0,0.755618931,0.104503142
CHEMBL229547,3.457632039,0,3,0.017586806,-0.46487852,0,10.30076712,0,0.497193875,0.180716695
CHEMBL3261094,0.0,1,4,0.022438889,-0.506059791,1,11.05045608,0,0.580527208,0.054749202
CHEMBL2024687,0.0,0,3,0.023927469,-0.498203748,0,4.567099648,0,0.4142664270000001,-0.173517493
CHEMBL2024692,0.0,0,3,0.02246732,-0.487435299,0,0.0,0,0.343013034,0.043027501
CHEMBL260729,0.0,0,3,0.020124521,-0.446073582,0,10.47053043,0,0.6746858379999999,0.106544124
CHEMBL261625,0.0,0,3,0.019231151,-0.225633566,0,9.473725907999999,0,0.560137939,0.225391018
CHEMBL2435045,0.0,0,2,0.020433333,-0.514364527,2,9.473725907999999,0,0.844910031,-0.009113463
CHEMBL576062,0.0,0,4,0.026531987000000003,-0.582931903,0,5.733667477000001,0,0.442044204,-0.020276456
CHEMBL566234,2.976755629,0,3,0.019547804,-0.233273385,0,10.05365156,0,0.506873575,-0.012303945
CHEMBL122583,0.0,0,3,0.017071256,-0.164263889,0,0.0,0,0.587915717,0.23411334
CHEMBL120907,0.0,0,2,0.020016835,-0.191685757,0,4.736862953999999,0,0.538603074,0.135600563
CHEMBL409331,0.0,0,3,0.019603175,-0.17427328399999995,0,9.636772685,0,0.6746858379999999,0.259755201
CHEMBL565815,0.0,0,3,0.020705556,-0.384874446,0,5.316788604,0,0.591352505,0.264914204
CHEMBL121790,0.0,0,2,0.017589868999999998,-0.191806286,0,0.0,0,0.519874335,0.170573895
CHEMBL437118,2.923171926,0,3,0.02125,-0.23116560100000005,0,0.0,0,0.404811503,-0.06369142700000001
CHEMBL332344,0.0,0,3,0.018731884,-0.174786887,0,0.0,0,0.572623765,0.247996794
CHEMBL379700,2.9781886010000003,0,3,0.019547804,-0.254944026,0,4.736862953999999,0,0.506873575,-0.000956942
CHEMBL120718,0.0,0,2,0.019020062,-0.185833591,0,0.0,0,0.504582384,0.287899334
CHEMBL1765760,2.875927186,1,2,0.027083333,-0.7025546559999999,1,16.78412356,0,0.368390572,-0.144329753
CHEMBL362710,0.0,0,3,0.017907986,-0.599804962,0,5.733667477000001,0,0.442044204,0.149239556
CHEMBL1766441,0.0,0,3,0.022233333,-0.369149404,0,5.316788604,0,0.497193875,0.118958383
CHEMBL1765757,2.900329192,1,2,0.031099034,-0.7265804570000001,1,11.46733495,0,0.368390572,-0.160547034
CHEMBL1614771,2.756315873,1,2,0.028409091,-0.7072392209999999,1,16.78412356,0,0.368390572,0.017275946
CHEMBL205260,2.953259375,0,3,0.017777778,-0.201027861,0,0.0,0,0.404811503,-0.08730893
CHEMBL341280,3.058711026,0,3,0.015737847,-0.27855636100000003,0,0.0,0,0.370790812,0.055380872000000005
CHEMBL1766453,0.0,0,3,0.019958629,-0.293679422,0,5.316788604,0,0.515922614,0.04017236
CHEMBL267228,3.431526597,0,2,0.027270833,-0.482607603,1,19.56423182,1,0.586770121,-0.267872957
CHEMBL126180,0.0,0,3,0.016530864,-0.113664258,0,0.0,0,0.534651353,-0.05974289400000001
CHEMBL266706,0.0,0,2,0.018689236,-0.505981356,0,4.567099648,0,0.538603074,-0.045754448
CHEMBL566254,0.0,0,1,0.031637427,-0.4299115,0,5.316788604,0,0.435395406,-0.231682985
CHEMBL1272022,0.0,0,0,0.021556373,-0.5210519610000001,1,15.95036581,0,0.692600385,-0.248345997
CHEMBL1272127,0.0,0,0,0.026193078,-0.5915254670000001,1,15.53348694,0,0.48847624,-0.06798910400000001
CHEMBL1765877,2.889912525,1,2,0.031099034,-0.664744157,1,16.36724469,0,0.368390572,-0.301690424
CHEMBL204575,2.943854668,0,3,0.019744152,-0.252164213,0,4.736862953999999,0,0.404811503,0.117933145
CHEMBL380916,2.948625157,0,3,0.018100775,-0.357011244,0,4.899909731,0,0.488144836,-0.01493166
CHEMBL203791,0.0,1,3,0.016611111,-0.218222475,1,9.467009379,0,0.7087065290000001,0.224153519
CHEMBL268889,0.0,0,2,0.017277778,-0.441054548,1,14.04082556,0,0.68997779,0.056121405
CHEMBL259821,0.0,0,3,0.021229424,-0.334527235,0,10.21669833,0,0.591352505,0.123649413
CHEMBL1835620,0.0,1,4,0.023390023,-0.409137268,1,10.05365156,0,0.568041382,-0.00562471
CHEMBL2088218,0.0,1,4,0.017295918,-0.407145483,1,14.79051451,0,0.565235256,-0.035258297
CHEMBL2088215,0.0,1,4,0.015510336,-0.5169659120000001,1,5.316788604,0,0.565235256,-0.158492006
CHEMBL2087968,0.0,1,4,0.01587963,-0.51470179,1,5.316788604,0,0.580527208,-0.109473632
CHEMBL2087967,0.0,1,4,0.01587963,-0.529882877,1,5.316788604,0,0.580527208,-0.051062049000000005
CHEMBL511563,0.0,1,3,0.021779279,-0.248941338,1,4.736862953999999,0,0.494387749,-0.101111812
CHEMBL1766456,0.0,0,3,0.018050109,-0.292727912,0,5.316788604,0,0.497193875,0.037885428
CHEMBL1164971,0.0,0,3,0.019335749,-0.17718162699999998,0,0.0,0,0.497193875,-0.186861551
CHEMBL126676,2.989609552,0,2,0.014712963,-0.177681703,0,0.0,0,0.389519551,-0.069972558
CHEMBL565643,0.0,0,3,0.023342014,-0.61124076,0,5.733667477000001,0,0.445480992,-0.146469265
CHEMBL6250,3.3361517380000003,0,2,0.028130081,-0.563650254,1,19.56423182,1,0.586770121,-0.267804675
CHEMBL3707023,3.443777636,0,2,0.018255814,-0.491322009,1,19.77449303,0,0.580527208,0.14167976599999998
CHEMBL129677,3.079544359,0,3,0.015737847,-0.239593872,0,0.0,0,0.370790812,0.116318779
CHEMBL129760,0.0,0,2,0.025684524,-0.186602132,0,4.736862953999999,0,0.374002823,0.156443665
CHEMBL261702,0.0,0,3,0.019722222,-0.35257841,0,9.636772685,0,0.6746858379999999,-0.00604812
CHEMBL3260576,3.4661649660000005,1,4,0.019103535,-0.479944422,1,10.30076712,0,0.580527208,0.093694046
CHEMBL3260583,3.4574105960000003,1,4,0.01587963,-0.485161823,1,10.30076712,0,0.580527208,0.112460327
CHEMBL3260587,3.4518646860000004,1,4,0.016578283,-0.428414258,1,15.03763008,0,0.580527208,0.099183371
CHEMBL573287,0.0,0,3,0.021479328,-0.41103314,0,14.79051451,0,0.324284295,0.001438718
CHEMBL120245,0.0,0,3,0.018819444,-0.17381118399999998,0,0.0,0,0.587915717,0.102367192
CHEMBL584928,0.0,0,3,0.019909188,-0.552783052,0,4.736862953999999,0,0.591352505,0.108255663
CHEMBL121554,0.0,0,3,0.019583333,-0.150276481,0,0.0,0,0.591352505,0.202080498
CHEMBL119936,0.0,0,3,0.019832176,-0.145254541,0,0.0,0,0.591352505,0.20311932
CHEMBL338196,3.287572515,0,3,0.017621951,-0.224061372,0,0.0,0,0.6825892809999999,0.07681462
CHEMBL204170,0.0,1,3,0.018033033,-0.22533819,1,4.567099648,0,0.755618931,0.012615746
CHEMBL205271,2.95163541,0,3,0.020839002,-0.319510786,0,9.636772685,0,0.506873575,-0.028722433
CHEMBL1164022,0.0,0,3,0.019832176,-0.446730587,0,5.733667477000001,0,0.497193875,-0.096214942
CHEMBL1165694,0.0,0,4,0.019335749,-0.217130007,0,0.0,0,0.497193875,-0.05783295
CHEMBL1164957,3.463603867,0,3,0.019832176,-0.597167441,0,10.717646,0,0.497193875,-0.036985795
CHEMBL1835713,0.0,1,4,0.023114316,-0.596773509,1,11.05045608,0,0.6336825229999999,0.02996671
CHEMBL1835524,0.0,1,4,0.0215625,-0.446693306,1,5.316788604,0,0.568041382,-0.046718383
CHEMBL565644,0.0,1,3,0.019,-0.184711522,1,9.467009379,0,0.727435268,-0.02657287
CHEMBL269339,3.261363142,0,2,0.031637427,-0.623957903,0,10.09050592,1,0.435395406,-0.244430945
CHEMBL122414,0.0,0,2,0.018348765,-0.300888728,0,5.106527395,1,0.519874335,0.16937558600000002
CHEMBL1165063,0.0,0,3,0.019832176,-0.447882074,0,5.733667477000001,0,0.497193875,-0.187819783
CHEMBL1766444,0.0,0,3,0.022580128,-0.50909623,0,11.05045608,0,0.497193875,0.095199226
CHEMBL3260625,3.483744567,1,4,0.015510336,-0.4792537120000001,1,10.30076712,0,0.565235256,-0.004528150999999999
CHEMBL411297,0.0,0,3,0.020057652,-0.191225476,0,9.636772685,0,0.591352505,0.257091788
CHEMBL341534,2.931238662,0,3,0.017822581,-0.215507722,0,0.0,0,0.370790812,0.04054534
CHEMBL496862,0.0,0,0,0.021393298,-0.499536854,1,15.53348694,0,0.5905383129999999,-0.15339530699999998
CHEMBL1271966,0.0,0,0,0.020735043,-0.5065578079999999,1,15.53348694,0,0.5905383129999999,-0.049746835
