ID,SaaNH,n9FaHRing,naHRing,JGI5,MATS1c,n9FHRing,PEOE_VSA1,NsOH,Xch-6d,AATSC3i
CHEMBL3260627,3.378489386,1,4,0.02228588,-0.430073613,1,15.20067686,0,0.565235256,0.036070608
CHEMBL1766454,0.0,0,3,0.022233333,-0.303383008,0,5.316788604,0,0.497193875,0.000613586
CHEMBL4279935,0.0,0,3,0.0291875,-0.143806973,0,0.0,0,0.668554103,-0.16942196699999998
CHEMBL4277446,0.0,0,2,0.031185637,-0.386069783,0,5.106527395,1,0.6498253629999999,-0.218005602
CHEMBL3260582,3.436143235,1,4,0.01587963,-0.486116823,1,10.30076712,0,0.580527208,0.104553216
CHEMBL3260611,3.4191427560000003,1,4,0.020235507,-0.51383803,1,15.03763008,0,0.580527208,0.037871111
CHEMBL3260580,3.427411502,1,4,0.019033333,-0.552294678,1,15.61755573,0,0.580527208,0.16999566800000002
CHEMBL3260610,3.430010524,1,4,0.02052399,-0.473621369,1,10.30076712,0,0.580527208,0.110392038
CHEMBL1766440,0.0,0,3,0.019958629,-0.365062041,0,5.316788604,0,0.515922614,0.156490673
CHEMBL3261096,0.0,1,4,0.022071759,-0.326087495,1,5.316788604,0,0.580527208,-0.035547949
CHEMBL3260571,3.491994048,1,4,0.019103535,-0.481749169,1,10.30076712,0,0.580527208,0.08940548300000001
CHEMBL3260575,3.485191327,1,4,0.019103535,-0.478851555,1,10.30076712,0,0.580527208,0.08776588199999999
CHEMBL3260581,3.3753793460000003,1,4,0.01587963,-0.482091206,1,10.30076712,0,0.580527208,0.064650533
CHEMBL3260601,3.465895298,1,4,0.017202381,-0.477825808,1,10.30076712,0,0.580527208,0.043815952000000005
CHEMBL3260608,3.410010524,1,4,0.02052399,-0.577750268,1,16.034434599999994,0,0.580527208,0.040712918
CHEMBL3260589,3.477906352,1,4,0.016578283,-0.475315554,1,10.30076712,0,0.580527208,0.115822016
CHEMBL3260590,3.462956507,1,4,0.016578283,-0.477260156,1,10.30076712,0,0.580527208,0.113403054
CHEMBL1766450,0.0,0,3,0.015561343,-0.362222339,0,5.316788604,0,0.515922614,0.092769878
CHEMBL3260621,3.480510519,1,4,0.016802326,-0.479963407,1,10.30076712,0,0.565235256,0.04301022
CHEMBL3260628,3.390129047,1,4,0.020144444,-0.434366461,1,15.20067686,0,0.565235256,-0.08456199199999999
CHEMBL2024690,2.599100867,0,3,0.020601852,-0.535352745,0,4.983978521,0,0.35549886,-0.001621831
CHEMBL406407,0.0,0,3,0.019408213,-0.21985478,0,0.0,0,0.59415863,0.20932672
CHEMBL411855,0.0,0,3,0.018318182,-0.17948401,0,9.636772685,0,0.591352505,0.07316513
CHEMBL410308,0.0,0,3,0.020018832,-0.35010646799999995,0,10.21669833,0,0.572623765,0.133321806
CHEMBL1688215,2.862951625,1,2,0.028240741,-0.700950702,1,11.46733495,0,0.383682523,-0.12525705
CHEMBL593710,0.0,0,2,0.02447601,-0.232167627,0,0.0,0,0.501232212,0.179595119
CHEMBL1824438,0.0,0,3,0.015561343,-0.358217304,0,5.316788604,0,0.515922614,0.156914705
CHEMBL1824442,0.0,0,3,0.022233333,-0.305378181,0,5.316788604,0,0.497193875,0.080568234
CHEMBL2435036,0.0,0,2,0.02052399,-0.543350914,1,20.52418199,0,0.580527208,0.018627787
CHEMBL2088222,0.0,1,4,0.016578283,-0.510873628,1,5.316788604,0,0.580527208,-0.22679369
CHEMBL2087985,0.0,1,4,0.018094315,-0.527427991,1,5.316788604,0,0.565235256,-0.032204086
CHEMBL1835711,0.0,1,4,0.021731678,-0.484985216,1,5.316788604,0,0.652411263,0.093020438
CHEMBL1835532,0.0,1,4,0.022021277,-0.451665177,1,5.316788604,0,0.568041382,-0.046718383
CHEMBL1835520,0.0,1,4,0.021141304,-0.449003293,1,5.316788604,0,0.568041382,-0.067848011
CHEMBL3260572,3.5032079080000003,1,4,0.019631643,-0.484756005,1,10.30076712,0,0.580527208,0.044575613
CHEMBL3260594,3.424954963,1,4,0.018423913,-0.471007646,1,10.30076712,0,0.580527208,0.110392038
CHEMBL3260596,3.3958641710000004,1,4,0.019311111,-0.5556482629999999,1,10.30076712,0,0.580527208,0.19272902
CHEMBL3260605,3.472952911,1,4,0.018255814,-0.477347026,1,10.30076712,0,0.580527208,0.115822016
CHEMBL2324833,0.0,0,3,0.021511752,-0.321645296,0,4.736862953999999,0,0.484708048,-0.05978780700000001
CHEMBL2087980,0.0,1,4,0.018525132,-0.5149864000000001,1,5.316788604,0,0.580527208,-0.057407797
CHEMBL2087966,0.0,1,4,0.01587963,-0.5254424,1,5.316788604,0,0.580527208,-0.059861316
CHEMBL3634709,3.315069681,1,4,0.01623385,-0.468127879,1,10.30076712,0,0.583963996,0.064650533
CHEMBL2087971,0.0,1,4,0.016578283,-0.5131761229999999,1,5.316788604,0,0.580527208,-0.091495316
CHEMBL2087986,0.0,1,4,0.016802326,-0.532440192,1,5.316788604,0,0.565235256,-0.047102379000000014
CHEMBL2087973,0.0,1,4,0.017202381,-0.5313176629999999,1,5.316788604,0,0.580527208,-0.051062049000000005
CHEMBL2087969,0.0,1,4,0.016578283,-0.4512685420000001,1,10.05365156,0,0.580527208,-0.045200869000000005
CHEMBL2088224,0.0,1,4,0.018525132,-0.517352395,1,5.316788604,0,0.580527208,-0.28821514800000003
CHEMBL2088223,0.0,1,4,0.018423913,-0.615387162,1,11.05045608,0,0.580527208,-0.2265249
CHEMBL1829504,2.916716427,0,4,0.015981481000000002,-0.207206943,0,0.0,0,0.404811503,0.160806105
CHEMBL1835529,0.0,1,4,0.025941043,-0.528001071,1,5.316788604,0,0.568041382,-0.298085971
CHEMBL1835519,0.0,1,4,0.021141304,-0.459604308,1,5.316788604,0,0.568041382,-0.005909804
CHEMBL4292878,0.0,0,3,0.02765625,-0.125840557,0,4.736862953999999,0,0.648625243,-0.185402111
CHEMBL4284609,0.0,0,3,0.026460114,-0.229679821,0,0.0,0,0.642204374,-0.217926824
CHEMBL2024685,0.0,0,3,0.02246732,-0.479874452,0,0.0,0,0.343013034,0.004831301
CHEMBL3260624,3.417772345,1,4,0.015510336,-0.491006097,1,10.30076712,0,0.565235256,0.108999864
CHEMBL3260568,3.4308935660000004,1,4,0.018525132,-0.486486889,1,10.30076712,0,0.580527208,0.09882288
CHEMBL3260598,3.391821224,1,4,0.017202381,-0.487836078,1,10.30076712,0,0.580527208,0.064650533
CHEMBL3260622,3.44972734,1,4,0.018031915,-0.401565787,1,19.77449303,0,0.565235256,0.102419448
CHEMBL3260569,3.458671344,1,4,0.018525132,-0.485329431,1,10.30076712,0,0.580527208,0.096248543
CHEMBL3260574,3.259192767,1,4,0.020314465,-0.649000923,1,15.03763008,0,0.580527208,0.012260678999999998
CHEMBL3260613,3.434997941,1,4,0.017884161000000003,-0.548181874,1,15.61755573,0,0.580527208,0.162513155
CHEMBL2088216,0.0,1,4,0.018813657,-0.41463769,1,14.79051451,0,0.565235256,-0.035675357000000005
CHEMBL3634706,3.218940303,1,4,0.020335648,-0.456978935,1,10.30076712,0,0.565235256,0.07322435599999999
CHEMBL1835710,0.0,1,4,0.017614087,-0.375421935,1,5.316788604,0,0.6701034539999999,-0.046609842
CHEMBL2208002,3.644417045,1,3,0.023216374,-0.483580522,1,10.30076712,0,0.6893293,0.046817476
CHEMBL497949,0.0,0,0,0.021695906,-0.57769979,1,16.36724469,0,0.5905383129999999,-0.203904377
CHEMBL1271631,0.0,0,0,0.025587963,-0.490158383,1,20.43339667,0,0.48847624,-0.208276736
CHEMBL3634800,3.297277967,1,4,0.020395981,-0.568760533,1,16.034434599999994,0,0.565235256,0.045034278
CHEMBL3261092,0.0,1,4,0.018847518,-0.388582135,1,5.316788604,0,0.580527208,0.1152451
CHEMBL1271853,0.0,0,0,0.025672303,-0.5199832010000001,1,25.75018527,0,0.571809573,0.060085545
CHEMBL2324829,0.0,0,3,0.018130081,-0.409279915,0,5.106527395,1,0.413860541,0.018845673
CHEMBL3260620,3.421461308,1,4,0.016802326,-0.486755579,1,10.30076712,0,0.565235256,0.112863214
CHEMBL3260906,3.50027825,1,4,0.016527778,-0.427983519,1,10.30076712,0,0.6672973289999999,-0.022056956000000003
CHEMBL3261086,3.294366234,1,4,0.023755556,-0.6212258629999999,1,16.034434599999994,0,0.580527208,-0.011903034
CHEMBL3260602,3.484125751,1,4,0.02052399,-0.482919119,1,10.30076712,0,0.580527208,0.061801595999999986
CHEMBL3260901,3.45670753,1,4,0.01913522,-0.42389549,1,15.20067686,0,0.565235256,-0.118261501
CHEMBL3260898,3.50027825,1,4,0.016087963,-0.424489093,1,10.30076712,0,0.6672973289999999,0.014147763
CHEMBL478629,0.0,1,3,0.020841049,-0.220774299,1,4.736862953999999,0,0.547137179,0.049048261
CHEMBL594867,0.0,0,2,0.027940821,-0.394069808,0,0.0,0,0.501232212,-0.096346073
CHEMBL4217935,0.0,1,4,0.02260771,-0.412710767,1,16.15698348,1,0.5006306620000001,-0.038924151
CHEMBL4206793,0.0,1,4,0.017688172,-0.431191313,1,5.316788604,0,0.392325677,0.08425131300000001
CHEMBL1824434,0.0,0,3,0.019938889,-0.366298692,0,5.316788604,0,0.515922614,0.258891592
CHEMBL3260897,3.4679325710000004,1,4,0.020094246,-0.4216808520000001,1,15.20067686,0,0.565235256,-0.092841246
CHEMBL3261085,3.309078168,1,4,0.021128472,-0.546328778,1,10.30076712,0,0.580527208,0.007947716
CHEMBL3261091,0.0,1,4,0.019685185,-0.378028892,1,5.316788604,0,0.5992559470000001,0.112128206
CHEMBL2435039,0.0,0,2,0.016775068,-0.623853334,1,20.10730312,0,0.497193875,0.174580609
CHEMBL3261087,3.431462428,1,4,0.019103535,-0.505894343,1,10.30076712,0,0.5992559470000001,0.126128844
CHEMBL3341788,0.0,0,1,0.031853865,-0.29397491,0,24.4272872,0,0.308992343,0.194512346
CHEMBL4284434,0.0,0,3,0.02853836,-0.240143042,0,0.0,0,0.6498253629999999,-0.16536504
CHEMBL3634708,3.26378984,1,4,0.020335648,-0.459348762,1,10.30076712,0,0.565235256,0.121527132
CHEMBL3261089,3.401670761,1,4,0.021128472,-0.5052961420000001,1,10.30076712,0,0.580527208,0.08873162400000001
CHEMBL4211574,0.0,1,4,0.01884127,-0.391567439,1,5.316788604,0,0.358304986,0.336498394
CHEMBL4218893,0.0,1,4,0.018510101,-0.458698006,1,10.05365156,0,0.392325677,-0.053577915
CHEMBL3260904,3.4531953110000004,1,4,0.021533333,-0.432005958,1,15.20067686,0,0.565235256,0.011217331
CHEMBL3261093,0.0,1,4,0.022071759,-0.381042712,1,5.316788604,0,0.580527208,0.079879805
CHEMBL2435040,0.0,0,2,0.019103535,-0.5404076879999999,1,24.4272872,0,0.5992559470000001,0.132462986
CHEMBL2435043,0.0,0,2,0.023947368,-0.493450778,1,14.21058886,0,0.484708048,0.240849229
CHEMBL3341941,0.0,0,1,0.034904971,-0.426760697,0,25.05078373,1,0.20693027100000005,-0.122179297
CHEMBL4205979,0.0,1,4,0.016805556,-0.443283527,1,5.316788604,0,0.441638319,0.049832352
CHEMBL3634799,3.3151213310000003,1,4,0.018679012,-0.47280341,1,10.30076712,0,0.565235256,0.07322435599999999
CHEMBL3260903,3.4762920110000004,1,4,0.015689655,-0.394143508,1,15.03763008,0,0.6672973289999999,0.06888023900000001
CHEMBL3260566,3.454514125,1,4,0.016266938,-0.475756149,1,10.30076712,0,0.5992559470000001,0.099808098
CHEMBL3260592,3.400263605,1,4,0.018423913,-0.574901998,1,16.034434599999994,0,0.580527208,0.040712918
CHEMBL3260607,3.424722458,1,4,0.018255814,-0.478120862,1,10.30076712,0,0.580527208,0.06747626799999999
CHEMBL3260616,3.488592687,1,4,0.018094315,-0.482606339,1,10.30076712,0,0.565235256,0.023986743
CHEMBL3260577,3.409085884,1,4,0.019103535,-0.468383179,1,10.30076712,0,0.580527208,0.046641031
CHEMBL3260579,3.383574696,1,4,0.020314465,-0.560418578,1,10.30076712,0,0.580527208,0.199904873
CHEMBL3260591,3.41810697,1,4,0.016578283,-0.47421734,1,10.30076712,0,0.580527208,0.06747626799999999
CHEMBL3260603,3.452376779,1,4,0.018255814,-0.432273492,1,15.03763008,0,0.580527208,0.099183371
CHEMBL3260612,3.405307858,1,4,0.017721088,-0.558236604,1,10.30076712,0,0.580527208,0.19272902
CHEMBL2435041,0.0,0,2,0.015102657,-0.605891389,1,20.10730312,0,0.5992559470000001,0.05827238200000001
CHEMBL4217699,2.86815055,1,4,0.025990028,-0.545204382,1,10.30076712,0,0.373596937,-0.012373279
CHEMBL3707020,3.395166525,0,2,0.018255814,-0.5647747470000001,1,19.77449303,0,0.580527208,-0.154283403
CHEMBL585117,0.0,0,3,0.019533543,-0.38549455,0,10.423316,1,0.591352505,0.202868288
CHEMBL2435044,0.0,0,2,0.018993056,-0.469568766,1,14.5802533,1,0.497193875,0.17520751
CHEMBL566256,0.0,0,2,0.024031746,-0.196524669,0,0.0,0,0.538603074,0.148509214
CHEMBL585505,3.5162073410000003,0,3,0.024558532,-0.506932962,0,15.03763008,0,0.5187287389999999,-0.076943055
CHEMBL585700,0.0,0,3,0.019583333,-0.320124905,0,5.733667477000001,0,0.591352505,0.137309622
CHEMBL567287,2.951806869,0,3,0.020392512,-0.369320317,0,5.316788604,0,0.506873575,0.110467252
CHEMBL4216706,0.0,1,4,0.026982323,-0.584211983,1,10.63357721,0,0.373596937,0.121404908
CHEMBL4210246,3.060135503,1,4,0.018299663,-0.531895561,1,10.30076712,0,0.373596937,-0.03140745
CHEMBL2435035,0.0,0,2,0.018255814,-0.463926296,1,14.79051451,0,0.580527208,0.042208197
CHEMBL4287654,0.0,0,2,0.03118863,-0.388834398,0,5.106527395,1,0.6498253629999999,-0.195188411
CHEMBL4204772,0.0,1,4,0.019480287,-0.402830236,1,5.316788604,0,0.392325677,0.1576501
CHEMBL4289487,0.0,0,2,0.032101449,-0.096073163,0,0.0,0,0.6532621510000001,-0.284201374
CHEMBL3341942,0.0,0,1,0.034391534,-0.4098782520000001,0,29.78764669,1,0.191638319,-0.092129401
CHEMBL2385582,0.0,1,3,0.020050505,-0.206287297,1,9.636772685,0,0.5964498220000001,0.118025357
CHEMBL3261090,3.386958827,1,4,0.023755556,-0.5976811320000001,1,16.034434599999994,0,0.580527208,0.066182195
CHEMBL4278812,0.0,0,1,0.033782506000000004,-0.369670745,0,5.106527395,1,0.634533412,-0.33136812600000004
CHEMBL3261095,0.0,1,4,0.018847518,-0.338654834,1,5.316788604,0,0.580527208,0.013633301
CHEMBL3261088,3.352327649,1,4,0.018679012,-0.499840139,1,10.30076712,0,0.580527208,0.023252658
CHEMBL3823101,0.0,0,2,0.031635802000000005,-0.300560254,0,18.94073529,0,0.18424981,-0.309067623
CHEMBL3261084,3.259735056,1,4,0.018679012,-0.529310255,1,10.30076712,0,0.580527208,-0.072411697
CHEMBL4279160,3.426089223,1,4,0.017693798,-0.549299278,1,15.03763008,0,0.451832953,0.016018767
CHEMBL4289841,3.3496038830000003,1,4,0.016626983999999997,-0.599928969,1,10.30076712,0,0.451832953,0.001014966
CHEMBL4284266,0.0,0,2,0.031900253,-0.226712003,0,4.736862953999999,0,0.6498253629999999,-0.166783782
CHEMBL4292491,0.0,0,3,0.025925926,-0.510222233,0,5.316788604,0,0.725537708,-0.244696083
CHEMBL4287843,0.0,0,3,0.02853836,-0.16915334,0,0.0,0,0.6498253629999999,-0.107729223
CHEMBL4277338,3.312097453,1,4,0.017369976000000002,-0.585543674,1,15.03763008,0,0.451832953,0.011903659
CHEMBL4285692,0.0,0,3,0.027007937000000003,-0.108222171,0,0.0,0,0.6796618529999999,-0.301727069
CHEMBL4292047,3.4359797810000003,1,4,0.015671835,-0.566004827,1,10.30076712,0,0.451832953,0.137933496
CHEMBL4276896,0.0,0,3,0.025548048,-0.132524216,0,0.0,0,0.660933114,-0.223234135
CHEMBL4214237,0.0,1,4,0.02545809,-0.499286719,1,15.7401046,1,0.456930271,0.232506583
CHEMBL4209583,2.9277691439999995,1,4,0.026982323,-0.638626053,1,15.61755573,0,0.373596937,-0.075338061
CHEMBL4210079,0.0,1,4,0.022247475,-0.51249646,1,10.63357721,0,0.373596937,-0.011074912
CHEMBL4205457,0.0,1,4,0.018299663,-0.420246887,1,5.316788604,0,0.373596937,0.220496061
CHEMBL3260902,3.483236456,1,4,0.01670078,-0.426761105,1,10.30076712,0,0.6672973289999999,-0.007568878
CHEMBL3260619,3.312686445,1,4,0.016802326,-0.456566179,1,10.30076712,0,0.565235256,0.160519852
CHEMBL3823478,0.0,0,2,0.028549383,-0.29461835,0,18.94073529,0,0.18424981,-0.309067623
CHEMBL3634704,3.255347458,1,4,0.020302469,-0.45751029,1,10.30076712,0,0.583963996,0.099391177
CHEMBL3634707,3.201096939,1,4,0.021883333,-0.556215821,1,16.034434599999994,0,0.565235256,0.045034278
CHEMBL4209835,2.949024392,1,4,0.018299663,-0.543198637,1,10.30076712,0,0.373596937,0.23922641100000006
CHEMBL4287412,0.0,0,3,0.028661616,-0.245574954,0,0.0,0,0.6498253629999999,-0.146434872
CHEMBL4202469,0.0,1,4,0.025893393,-0.481207487,1,5.316788604,0,0.392325677,0.106091206
CHEMBL3341955,0.0,0,1,0.030582265,-0.295787207,0,29.32719693,0,0.308992343,0.039779818
CHEMBL3341790,0.0,0,1,0.031179138,-0.322982518,0,29.16415015,0,0.308992343,0.147463678
CHEMBL3341795,0.0,0,1,0.026709402,-0.256798558,0,19.69042424,0,0.33677012100000003,0.17516583
CHEMBL4288745,0.0,0,2,0.03118863,-0.388834398,0,5.106527395,1,0.6498253629999999,-0.195188411
CHEMBL4287261,0.0,0,2,0.033560606,-0.098201489,0,0.0,0,0.668554103,-0.29943556600000004
CHEMBL4279331,0.0,0,1,0.035283951,-0.369211845,0,5.106527395,1,0.6498253629999999,-0.346467484
CHEMBL4291439,0.0,0,2,0.027799708,-0.380393836,0,5.106527395,1,0.642204374,-0.271307523
CHEMBL4288634,3.4138670010000003,1,4,0.017693798,-0.478690123,1,15.03763008,0,0.451832953,0.07720489700000001
CHEMBL4280660,3.39814555,1,4,0.016626983999999997,-0.5532617479999999,1,10.30076712,0,0.451832953,0.05782044400000001
CHEMBL4285292,3.431131661,1,4,0.016626983999999997,-0.552602377,1,10.30076712,0,0.451832953,-0.079285916
CHEMBL4205456,2.816658033,1,4,0.026982323,-0.639543935,1,15.61755573,0,0.373596937,0.134954265
CHEMBL4206910,0.0,1,4,0.027624113,-0.566433017,1,10.63357721,0,0.358304986,0.204793104
CHEMBL4214470,0.0,1,4,0.019574468,-0.421317688,1,16.36724469,0,0.515922614,-0.05035308
CHEMBL4276907,3.193473403,1,4,0.019846939,-0.572599168,1,10.30076712,0,0.451832953,0.236974429
CHEMBL4281030,0.0,0,3,0.029285714,-0.15018973300000002,0,0.0,0,0.668554103,-0.151018836
CHEMBL4281195,0.0,0,2,0.029344136,-0.363852363,0,5.106527395,1,0.660933114,-0.348912373
CHEMBL4291307,3.337381661,1,4,0.016626983999999997,-0.54052772,1,10.30076712,0,0.451832953,0.194749089
CHEMBL4277755,0.0,0,2,0.03195122,-0.085843419,0,0.0,0,0.660933114,-0.362569311
CHEMBL4277021,0.0,0,2,0.031185637,-0.386069783,0,5.106527395,1,0.6498253629999999,-0.218005602
CHEMBL2087981,0.0,1,4,0.020314465,-0.6861366590000001,1,10.05365156,0,0.580527208,-0.093507461
CHEMBL2087977,0.0,1,4,0.018255814,-0.514651477,1,5.316788604,0,0.580527208,-0.091495316
CHEMBL2087970,0.0,1,4,0.019311111,-0.6892534229999999,1,10.05365156,0,0.580527208,-0.093066653
CHEMBL4292170,0.0,0,2,0.031931217000000005,-0.22302552,0,4.736862953999999,0,0.6498253629999999,-0.186587724
CHEMBL4291675,0.0,0,3,0.02748538,-0.514537262,0,5.316788604,0,0.733158697,-0.204004823
CHEMBL4283638,0.0,1,2,0.024619883,-0.397660431,1,0.0,0,0.565235256,0.050083459
CHEMBL4279172,0.0,0,3,0.027612994,-0.516344924,0,5.316788604,0,0.733158697,-0.188962285
CHEMBL4294411,0.0,0,2,0.030455083,-0.421467037,0,4.736862953999999,0,0.6498253629999999,-0.131031757
CHEMBL4206220,0.0,1,4,0.02260771,-0.412710767,1,16.15698348,1,0.5006306620000001,-0.038924151
CHEMBL4205311,0.0,1,4,0.018908046,-0.411799918,1,5.316788604,0,0.411054416,0.012508842
CHEMBL4285400,0.0,0,2,0.031185637,-0.386069783,0,5.106527395,1,0.6498253629999999,-0.218005602
CHEMBL4283308,0.0,0,2,0.03118863,-0.388834398,0,5.106527395,1,0.6498253629999999,-0.195188411
CHEMBL4282287,0.0,0,3,0.029011628,-0.246070691,0,5.106527395,1,0.648625243,-0.152214408
